datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2020 5:00:00 AM,1/1/2020 12:00:00 AM,RTO,RTO,RTO,RTO,79182.471,False
1/1/2020 6:00:00 AM,1/1/2020 1:00:00 AM,RTO,RTO,RTO,RTO,77573.714,False
1/1/2020 7:00:00 AM,1/1/2020 2:00:00 AM,RTO,RTO,RTO,RTO,76202.136,False
1/1/2020 8:00:00 AM,1/1/2020 3:00:00 AM,RTO,RTO,RTO,RTO,75674.034,False
1/1/2020 9:00:00 AM,1/1/2020 4:00:00 AM,RTO,RTO,RTO,RTO,76238.041,False
1/1/2020 10:00:00 AM,1/1/2020 5:00:00 AM,RTO,RTO,RTO,RTO,77617.494,False
1/1/2020 11:00:00 AM,1/1/2020 6:00:00 AM,RTO,RTO,RTO,RTO,79763.804,False
1/1/2020 12:00:00 PM,1/1/2020 7:00:00 AM,RTO,RTO,RTO,RTO,81592.494,False
1/1/2020 1:00:00 PM,1/1/2020 8:00:00 AM,RTO,RTO,RTO,RTO,82191.997,False
1/1/2020 2:00:00 PM,1/1/2020 9:00:00 AM,RTO,RTO,RTO,RTO,82691.486,False
1/1/2020 3:00:00 PM,1/1/2020 10:00:00 AM,RTO,RTO,RTO,RTO,82745.929,False
1/1/2020 4:00:00 PM,1/1/2020 11:00:00 AM,RTO,RTO,RTO,RTO,82400.777,False
1/1/2020 5:00:00 PM,1/1/2020 12:00:00 PM,RTO,RTO,RTO,RTO,81730.523,False
1/1/2020 6:00:00 PM,1/1/2020 1:00:00 PM,RTO,RTO,RTO,RTO,80568.113,False
1/1/2020 7:00:00 PM,1/1/2020 2:00:00 PM,RTO,RTO,RTO,RTO,79786.534,False
1/1/2020 8:00:00 PM,1/1/2020 3:00:00 PM,RTO,RTO,RTO,RTO,80209.344,False
1/1/2020 9:00:00 PM,1/1/2020 4:00:00 PM,RTO,RTO,RTO,RTO,83127.511,False
1/1/2020 10:00:00 PM,1/1/2020 5:00:00 PM,RTO,RTO,RTO,RTO,89868.573,False
1/1/2020 11:00:00 PM,1/1/2020 6:00:00 PM,RTO,RTO,RTO,RTO,92262.545,False
1/2/2020 12:00:00 AM,1/1/2020 7:00:00 PM,RTO,RTO,RTO,RTO,92455.101,False
1/2/2020 1:00:00 AM,1/1/2020 8:00:00 PM,RTO,RTO,RTO,RTO,91772.866,False
1/2/2020 2:00:00 AM,1/1/2020 9:00:00 PM,RTO,RTO,RTO,RTO,89865.109,False
1/2/2020 3:00:00 AM,1/1/2020 10:00:00 PM,RTO,RTO,RTO,RTO,86510.515,False
1/2/2020 4:00:00 AM,1/1/2020 11:00:00 PM,RTO,RTO,RTO,RTO,83224.544,False
1/2/2020 5:00:00 AM,1/2/2020 12:00:00 AM,RTO,RTO,RTO,RTO,80958.197,False
1/2/2020 6:00:00 AM,1/2/2020 1:00:00 AM,RTO,RTO,RTO,RTO,79961.838,False
1/2/2020 7:00:00 AM,1/2/2020 2:00:00 AM,RTO,RTO,RTO,RTO,79852.338,False
1/2/2020 8:00:00 AM,1/2/2020 3:00:00 AM,RTO,RTO,RTO,RTO,80492.294,False
1/2/2020 9:00:00 AM,1/2/2020 4:00:00 AM,RTO,RTO,RTO,RTO,82951.122,False
1/2/2020 10:00:00 AM,1/2/2020 5:00:00 AM,RTO,RTO,RTO,RTO,88008.717,False
1/2/2020 11:00:00 AM,1/2/2020 6:00:00 AM,RTO,RTO,RTO,RTO,95329.766,False
1/2/2020 12:00:00 PM,1/2/2020 7:00:00 AM,RTO,RTO,RTO,RTO,100368.142,False
1/2/2020 1:00:00 PM,1/2/2020 8:00:00 AM,RTO,RTO,RTO,RTO,100096.072,False
1/2/2020 2:00:00 PM,1/2/2020 9:00:00 AM,RTO,RTO,RTO,RTO,97656.901,False
1/2/2020 3:00:00 PM,1/2/2020 10:00:00 AM,RTO,RTO,RTO,RTO,95188.336,False
1/2/2020 4:00:00 PM,1/2/2020 11:00:00 AM,RTO,RTO,RTO,RTO,92966.557,False
1/2/2020 5:00:00 PM,1/2/2020 12:00:00 PM,RTO,RTO,RTO,RTO,91312.497,False
1/2/2020 6:00:00 PM,1/2/2020 1:00:00 PM,RTO,RTO,RTO,RTO,90353.167,False
1/2/2020 7:00:00 PM,1/2/2020 2:00:00 PM,RTO,RTO,RTO,RTO,89700.511,False
1/2/2020 8:00:00 PM,1/2/2020 3:00:00 PM,RTO,RTO,RTO,RTO,89546.004,False
1/2/2020 9:00:00 PM,1/2/2020 4:00:00 PM,RTO,RTO,RTO,RTO,91767.134,False
1/2/2020 10:00:00 PM,1/2/2020 5:00:00 PM,RTO,RTO,RTO,RTO,96795.896,False
1/2/2020 11:00:00 PM,1/2/2020 6:00:00 PM,RTO,RTO,RTO,RTO,97223.251,False
1/3/2020 12:00:00 AM,1/2/2020 7:00:00 PM,RTO,RTO,RTO,RTO,95608.152,False
1/3/2020 1:00:00 AM,1/2/2020 8:00:00 PM,RTO,RTO,RTO,RTO,93370.959,False
1/3/2020 2:00:00 AM,1/2/2020 9:00:00 PM,RTO,RTO,RTO,RTO,89803.353,False
1/3/2020 3:00:00 AM,1/2/2020 10:00:00 PM,RTO,RTO,RTO,RTO,84831.413,False
1/3/2020 4:00:00 AM,1/2/2020 11:00:00 PM,RTO,RTO,RTO,RTO,79894.908,False
1/3/2020 5:00:00 AM,1/3/2020 12:00:00 AM,RTO,RTO,RTO,RTO,76125.785,False
1/3/2020 6:00:00 AM,1/3/2020 1:00:00 AM,RTO,RTO,RTO,RTO,74009.386,False
1/3/2020 7:00:00 AM,1/3/2020 2:00:00 AM,RTO,RTO,RTO,RTO,72802.406,False
1/3/2020 8:00:00 AM,1/3/2020 3:00:00 AM,RTO,RTO,RTO,RTO,72679.198,False
1/3/2020 9:00:00 AM,1/3/2020 4:00:00 AM,RTO,RTO,RTO,RTO,74018.010,False
1/3/2020 10:00:00 AM,1/3/2020 5:00:00 AM,RTO,RTO,RTO,RTO,77798.368,False
1/3/2020 11:00:00 AM,1/3/2020 6:00:00 AM,RTO,RTO,RTO,RTO,84198.925,False
1/3/2020 12:00:00 PM,1/3/2020 7:00:00 AM,RTO,RTO,RTO,RTO,88739.315,False
1/3/2020 1:00:00 PM,1/3/2020 8:00:00 AM,RTO,RTO,RTO,RTO,90143.904,False
1/3/2020 2:00:00 PM,1/3/2020 9:00:00 AM,RTO,RTO,RTO,RTO,90517.408,False
1/3/2020 3:00:00 PM,1/3/2020 10:00:00 AM,RTO,RTO,RTO,RTO,90795.217,False
1/3/2020 4:00:00 PM,1/3/2020 11:00:00 AM,RTO,RTO,RTO,RTO,90570.998,False
1/3/2020 5:00:00 PM,1/3/2020 12:00:00 PM,RTO,RTO,RTO,RTO,90164.051,False
1/3/2020 6:00:00 PM,1/3/2020 1:00:00 PM,RTO,RTO,RTO,RTO,89861.974,False
1/3/2020 7:00:00 PM,1/3/2020 2:00:00 PM,RTO,RTO,RTO,RTO,89236.639,False
1/3/2020 8:00:00 PM,1/3/2020 3:00:00 PM,RTO,RTO,RTO,RTO,88901.933,False
1/3/2020 9:00:00 PM,1/3/2020 4:00:00 PM,RTO,RTO,RTO,RTO,90401.550,False
1/3/2020 10:00:00 PM,1/3/2020 5:00:00 PM,RTO,RTO,RTO,RTO,93396.175,False
1/3/2020 11:00:00 PM,1/3/2020 6:00:00 PM,RTO,RTO,RTO,RTO,92740.977,False
1/4/2020 12:00:00 AM,1/3/2020 7:00:00 PM,RTO,RTO,RTO,RTO,90841.305,False
1/4/2020 1:00:00 AM,1/3/2020 8:00:00 PM,RTO,RTO,RTO,RTO,88661.279,False
1/4/2020 2:00:00 AM,1/3/2020 9:00:00 PM,RTO,RTO,RTO,RTO,85835.184,False
1/4/2020 3:00:00 AM,1/3/2020 10:00:00 PM,RTO,RTO,RTO,RTO,81869.765,False
1/4/2020 4:00:00 AM,1/3/2020 11:00:00 PM,RTO,RTO,RTO,RTO,77338.098,False
1/4/2020 5:00:00 AM,1/4/2020 12:00:00 AM,RTO,RTO,RTO,RTO,73507.323,False
1/4/2020 6:00:00 AM,1/4/2020 1:00:00 AM,RTO,RTO,RTO,RTO,71043.993,False
1/4/2020 7:00:00 AM,1/4/2020 2:00:00 AM,RTO,RTO,RTO,RTO,69700.153,False
1/4/2020 8:00:00 AM,1/4/2020 3:00:00 AM,RTO,RTO,RTO,RTO,68885.020,False
1/4/2020 9:00:00 AM,1/4/2020 4:00:00 AM,RTO,RTO,RTO,RTO,69200.850,False
1/4/2020 10:00:00 AM,1/4/2020 5:00:00 AM,RTO,RTO,RTO,RTO,70654.932,False
1/4/2020 11:00:00 AM,1/4/2020 6:00:00 AM,RTO,RTO,RTO,RTO,73272.587,False
1/4/2020 12:00:00 PM,1/4/2020 7:00:00 AM,RTO,RTO,RTO,RTO,76440.213,False
1/4/2020 1:00:00 PM,1/4/2020 8:00:00 AM,RTO,RTO,RTO,RTO,79319.079,False
1/4/2020 2:00:00 PM,1/4/2020 9:00:00 AM,RTO,RTO,RTO,RTO,81924.305,False
1/4/2020 3:00:00 PM,1/4/2020 10:00:00 AM,RTO,RTO,RTO,RTO,83793.588,False
1/4/2020 4:00:00 PM,1/4/2020 11:00:00 AM,RTO,RTO,RTO,RTO,84525.647,False
1/4/2020 5:00:00 PM,1/4/2020 12:00:00 PM,RTO,RTO,RTO,RTO,84331.833,False
1/4/2020 6:00:00 PM,1/4/2020 1:00:00 PM,RTO,RTO,RTO,RTO,84004.348,False
1/4/2020 7:00:00 PM,1/4/2020 2:00:00 PM,RTO,RTO,RTO,RTO,83414.131,False
1/4/2020 8:00:00 PM,1/4/2020 3:00:00 PM,RTO,RTO,RTO,RTO,83775.397,False
1/4/2020 9:00:00 PM,1/4/2020 4:00:00 PM,RTO,RTO,RTO,RTO,85893.066,False
1/4/2020 10:00:00 PM,1/4/2020 5:00:00 PM,RTO,RTO,RTO,RTO,89679.313,False
1/4/2020 11:00:00 PM,1/4/2020 6:00:00 PM,RTO,RTO,RTO,RTO,90357.483,False
1/5/2020 12:00:00 AM,1/4/2020 7:00:00 PM,RTO,RTO,RTO,RTO,89414.574,False
1/5/2020 1:00:00 AM,1/4/2020 8:00:00 PM,RTO,RTO,RTO,RTO,88562.766,False
1/5/2020 2:00:00 AM,1/4/2020 9:00:00 PM,RTO,RTO,RTO,RTO,86858.147,False
1/5/2020 3:00:00 AM,1/4/2020 10:00:00 PM,RTO,RTO,RTO,RTO,84446.085,False
1/5/2020 4:00:00 AM,1/4/2020 11:00:00 PM,RTO,RTO,RTO,RTO,81219.497,False
1/5/2020 5:00:00 AM,1/5/2020 12:00:00 AM,RTO,RTO,RTO,RTO,78333.441,False
1/5/2020 6:00:00 AM,1/5/2020 1:00:00 AM,RTO,RTO,RTO,RTO,76616.847,False
1/5/2020 7:00:00 AM,1/5/2020 2:00:00 AM,RTO,RTO,RTO,RTO,75909.319,False
1/5/2020 8:00:00 AM,1/5/2020 3:00:00 AM,RTO,RTO,RTO,RTO,75756.574,False
1/5/2020 9:00:00 AM,1/5/2020 4:00:00 AM,RTO,RTO,RTO,RTO,76611.488,False
1/5/2020 10:00:00 AM,1/5/2020 5:00:00 AM,RTO,RTO,RTO,RTO,78327.633,False
1/5/2020 11:00:00 AM,1/5/2020 6:00:00 AM,RTO,RTO,RTO,RTO,80877.886,False
1/5/2020 12:00:00 PM,1/5/2020 7:00:00 AM,RTO,RTO,RTO,RTO,83991.750,False
1/5/2020 1:00:00 PM,1/5/2020 8:00:00 AM,RTO,RTO,RTO,RTO,86031.564,False
1/5/2020 2:00:00 PM,1/5/2020 9:00:00 AM,RTO,RTO,RTO,RTO,86964.509,False
1/5/2020 3:00:00 PM,1/5/2020 10:00:00 AM,RTO,RTO,RTO,RTO,87249.658,False
1/5/2020 4:00:00 PM,1/5/2020 11:00:00 AM,RTO,RTO,RTO,RTO,87333.234,False
1/5/2020 5:00:00 PM,1/5/2020 12:00:00 PM,RTO,RTO,RTO,RTO,87165.915,False
1/5/2020 6:00:00 PM,1/5/2020 1:00:00 PM,RTO,RTO,RTO,RTO,86418.372,False
1/5/2020 7:00:00 PM,1/5/2020 2:00:00 PM,RTO,RTO,RTO,RTO,85721.427,False
1/5/2020 8:00:00 PM,1/5/2020 3:00:00 PM,RTO,RTO,RTO,RTO,86227.629,False
1/5/2020 9:00:00 PM,1/5/2020 4:00:00 PM,RTO,RTO,RTO,RTO,89356.796,False
1/5/2020 10:00:00 PM,1/5/2020 5:00:00 PM,RTO,RTO,RTO,RTO,95311.698,False
1/5/2020 11:00:00 PM,1/5/2020 6:00:00 PM,RTO,RTO,RTO,RTO,97399.371,False
1/6/2020 12:00:00 AM,1/5/2020 7:00:00 PM,RTO,RTO,RTO,RTO,97040.111,False
1/6/2020 1:00:00 AM,1/5/2020 8:00:00 PM,RTO,RTO,RTO,RTO,96304.595,False
1/6/2020 2:00:00 AM,1/5/2020 9:00:00 PM,RTO,RTO,RTO,RTO,93325.596,False
1/6/2020 3:00:00 AM,1/5/2020 10:00:00 PM,RTO,RTO,RTO,RTO,89043.116,False
1/6/2020 4:00:00 AM,1/5/2020 11:00:00 PM,RTO,RTO,RTO,RTO,85199.380,False
1/6/2020 5:00:00 AM,1/6/2020 12:00:00 AM,RTO,RTO,RTO,RTO,82495.078,False
1/6/2020 6:00:00 AM,1/6/2020 1:00:00 AM,RTO,RTO,RTO,RTO,80878.526,False
1/6/2020 7:00:00 AM,1/6/2020 2:00:00 AM,RTO,RTO,RTO,RTO,80097.671,False
1/6/2020 8:00:00 AM,1/6/2020 3:00:00 AM,RTO,RTO,RTO,RTO,80597.789,False
1/6/2020 9:00:00 AM,1/6/2020 4:00:00 AM,RTO,RTO,RTO,RTO,82830.459,False
1/6/2020 10:00:00 AM,1/6/2020 5:00:00 AM,RTO,RTO,RTO,RTO,88065.276,False
1/6/2020 11:00:00 AM,1/6/2020 6:00:00 AM,RTO,RTO,RTO,RTO,96444.129,False
1/6/2020 12:00:00 PM,1/6/2020 7:00:00 AM,RTO,RTO,RTO,RTO,101418.635,False
1/6/2020 1:00:00 PM,1/6/2020 8:00:00 AM,RTO,RTO,RTO,RTO,101150.747,False
1/6/2020 2:00:00 PM,1/6/2020 9:00:00 AM,RTO,RTO,RTO,RTO,98680.279,False
1/6/2020 3:00:00 PM,1/6/2020 10:00:00 AM,RTO,RTO,RTO,RTO,95960.397,False
1/6/2020 4:00:00 PM,1/6/2020 11:00:00 AM,RTO,RTO,RTO,RTO,93036.261,False
1/6/2020 5:00:00 PM,1/6/2020 12:00:00 PM,RTO,RTO,RTO,RTO,91443.190,False
1/6/2020 6:00:00 PM,1/6/2020 1:00:00 PM,RTO,RTO,RTO,RTO,90159.450,False
1/6/2020 7:00:00 PM,1/6/2020 2:00:00 PM,RTO,RTO,RTO,RTO,88439.119,False
1/6/2020 8:00:00 PM,1/6/2020 3:00:00 PM,RTO,RTO,RTO,RTO,88413.637,False
1/6/2020 9:00:00 PM,1/6/2020 4:00:00 PM,RTO,RTO,RTO,RTO,91039.234,False
1/6/2020 10:00:00 PM,1/6/2020 5:00:00 PM,RTO,RTO,RTO,RTO,97351.557,False
1/6/2020 11:00:00 PM,1/6/2020 6:00:00 PM,RTO,RTO,RTO,RTO,100385.575,False
1/7/2020 12:00:00 AM,1/6/2020 7:00:00 PM,RTO,RTO,RTO,RTO,100283.730,False
1/7/2020 1:00:00 AM,1/6/2020 8:00:00 PM,RTO,RTO,RTO,RTO,99124.019,False
1/7/2020 2:00:00 AM,1/6/2020 9:00:00 PM,RTO,RTO,RTO,RTO,96429.362,False
1/7/2020 3:00:00 AM,1/6/2020 10:00:00 PM,RTO,RTO,RTO,RTO,91980.040,False
1/7/2020 4:00:00 AM,1/6/2020 11:00:00 PM,RTO,RTO,RTO,RTO,87705.706,False
1/7/2020 5:00:00 AM,1/7/2020 12:00:00 AM,RTO,RTO,RTO,RTO,84703.359,False
1/7/2020 6:00:00 AM,1/7/2020 1:00:00 AM,RTO,RTO,RTO,RTO,83413.774,False
1/7/2020 7:00:00 AM,1/7/2020 2:00:00 AM,RTO,RTO,RTO,RTO,83096.858,False
1/7/2020 8:00:00 AM,1/7/2020 3:00:00 AM,RTO,RTO,RTO,RTO,83519.535,False
1/7/2020 9:00:00 AM,1/7/2020 4:00:00 AM,RTO,RTO,RTO,RTO,85740.754,False
1/7/2020 10:00:00 AM,1/7/2020 5:00:00 AM,RTO,RTO,RTO,RTO,90963.198,False
1/7/2020 11:00:00 AM,1/7/2020 6:00:00 AM,RTO,RTO,RTO,RTO,98874.835,False
1/7/2020 12:00:00 PM,1/7/2020 7:00:00 AM,RTO,RTO,RTO,RTO,103837.484,False
1/7/2020 1:00:00 PM,1/7/2020 8:00:00 AM,RTO,RTO,RTO,RTO,103226.748,False
1/7/2020 2:00:00 PM,1/7/2020 9:00:00 AM,RTO,RTO,RTO,RTO,100800.035,False
1/7/2020 3:00:00 PM,1/7/2020 10:00:00 AM,RTO,RTO,RTO,RTO,98469.647,False
1/7/2020 4:00:00 PM,1/7/2020 11:00:00 AM,RTO,RTO,RTO,RTO,97340.326,False
1/7/2020 5:00:00 PM,1/7/2020 12:00:00 PM,RTO,RTO,RTO,RTO,96593.337,False
1/7/2020 6:00:00 PM,1/7/2020 1:00:00 PM,RTO,RTO,RTO,RTO,96201.172,False
1/7/2020 7:00:00 PM,1/7/2020 2:00:00 PM,RTO,RTO,RTO,RTO,96005.384,False
1/7/2020 8:00:00 PM,1/7/2020 3:00:00 PM,RTO,RTO,RTO,RTO,96164.465,False
1/7/2020 9:00:00 PM,1/7/2020 4:00:00 PM,RTO,RTO,RTO,RTO,98691.222,False
1/7/2020 10:00:00 PM,1/7/2020 5:00:00 PM,RTO,RTO,RTO,RTO,103662.792,False
1/7/2020 11:00:00 PM,1/7/2020 6:00:00 PM,RTO,RTO,RTO,RTO,105392.539,False
1/8/2020 12:00:00 AM,1/7/2020 7:00:00 PM,RTO,RTO,RTO,RTO,104520.970,False
1/8/2020 1:00:00 AM,1/7/2020 8:00:00 PM,RTO,RTO,RTO,RTO,102921.368,False
1/8/2020 2:00:00 AM,1/7/2020 9:00:00 PM,RTO,RTO,RTO,RTO,99601.317,False
1/8/2020 3:00:00 AM,1/7/2020 10:00:00 PM,RTO,RTO,RTO,RTO,94916.001,False
1/8/2020 4:00:00 AM,1/7/2020 11:00:00 PM,RTO,RTO,RTO,RTO,90531.263,False
1/8/2020 5:00:00 AM,1/8/2020 12:00:00 AM,RTO,RTO,RTO,RTO,87542.316,False
1/8/2020 6:00:00 AM,1/8/2020 1:00:00 AM,RTO,RTO,RTO,RTO,86173.514,False
1/8/2020 7:00:00 AM,1/8/2020 2:00:00 AM,RTO,RTO,RTO,RTO,85686.694,False
1/8/2020 8:00:00 AM,1/8/2020 3:00:00 AM,RTO,RTO,RTO,RTO,85993.282,False
1/8/2020 9:00:00 AM,1/8/2020 4:00:00 AM,RTO,RTO,RTO,RTO,88041.510,False
1/8/2020 10:00:00 AM,1/8/2020 5:00:00 AM,RTO,RTO,RTO,RTO,93157.345,False
1/8/2020 11:00:00 AM,1/8/2020 6:00:00 AM,RTO,RTO,RTO,RTO,100924.512,False
1/8/2020 12:00:00 PM,1/8/2020 7:00:00 AM,RTO,RTO,RTO,RTO,105827.832,False
1/8/2020 1:00:00 PM,1/8/2020 8:00:00 AM,RTO,RTO,RTO,RTO,105366.724,False
1/8/2020 2:00:00 PM,1/8/2020 9:00:00 AM,RTO,RTO,RTO,RTO,102642.402,False
1/8/2020 3:00:00 PM,1/8/2020 10:00:00 AM,RTO,RTO,RTO,RTO,100053.407,False
1/8/2020 4:00:00 PM,1/8/2020 11:00:00 AM,RTO,RTO,RTO,RTO,98030.854,False
1/8/2020 5:00:00 PM,1/8/2020 12:00:00 PM,RTO,RTO,RTO,RTO,96678.812,False
1/8/2020 6:00:00 PM,1/8/2020 1:00:00 PM,RTO,RTO,RTO,RTO,96176.052,False
1/8/2020 7:00:00 PM,1/8/2020 2:00:00 PM,RTO,RTO,RTO,RTO,95314.581,False
1/8/2020 8:00:00 PM,1/8/2020 3:00:00 PM,RTO,RTO,RTO,RTO,95765.239,False
1/8/2020 9:00:00 PM,1/8/2020 4:00:00 PM,RTO,RTO,RTO,RTO,99100.448,False
1/8/2020 10:00:00 PM,1/8/2020 5:00:00 PM,RTO,RTO,RTO,RTO,105066.997,False
1/8/2020 11:00:00 PM,1/8/2020 6:00:00 PM,RTO,RTO,RTO,RTO,107908.322,False
1/9/2020 12:00:00 AM,1/8/2020 7:00:00 PM,RTO,RTO,RTO,RTO,107548.800,False
1/9/2020 1:00:00 AM,1/8/2020 8:00:00 PM,RTO,RTO,RTO,RTO,106438.339,False
1/9/2020 2:00:00 AM,1/8/2020 9:00:00 PM,RTO,RTO,RTO,RTO,103630.640,False
1/9/2020 3:00:00 AM,1/8/2020 10:00:00 PM,RTO,RTO,RTO,RTO,98839.262,False
1/9/2020 4:00:00 AM,1/8/2020 11:00:00 PM,RTO,RTO,RTO,RTO,94750.881,False
1/9/2020 5:00:00 AM,1/9/2020 12:00:00 AM,RTO,RTO,RTO,RTO,91960.257,False
1/9/2020 6:00:00 AM,1/9/2020 1:00:00 AM,RTO,RTO,RTO,RTO,90656.847,False
1/9/2020 7:00:00 AM,1/9/2020 2:00:00 AM,RTO,RTO,RTO,RTO,90402.679,False
1/9/2020 8:00:00 AM,1/9/2020 3:00:00 AM,RTO,RTO,RTO,RTO,91121.709,False
1/9/2020 9:00:00 AM,1/9/2020 4:00:00 AM,RTO,RTO,RTO,RTO,93721.402,False
1/9/2020 10:00:00 AM,1/9/2020 5:00:00 AM,RTO,RTO,RTO,RTO,99101.495,False
1/9/2020 11:00:00 AM,1/9/2020 6:00:00 AM,RTO,RTO,RTO,RTO,107629.470,False
1/9/2020 12:00:00 PM,1/9/2020 7:00:00 AM,RTO,RTO,RTO,RTO,112311.430,False
1/9/2020 1:00:00 PM,1/9/2020 8:00:00 AM,RTO,RTO,RTO,RTO,110887.169,False
1/9/2020 2:00:00 PM,1/9/2020 9:00:00 AM,RTO,RTO,RTO,RTO,107026.628,False
1/9/2020 3:00:00 PM,1/9/2020 10:00:00 AM,RTO,RTO,RTO,RTO,103484.644,False
1/9/2020 4:00:00 PM,1/9/2020 11:00:00 AM,RTO,RTO,RTO,RTO,100281.585,False
1/9/2020 5:00:00 PM,1/9/2020 12:00:00 PM,RTO,RTO,RTO,RTO,97852.948,False
1/9/2020 6:00:00 PM,1/9/2020 1:00:00 PM,RTO,RTO,RTO,RTO,96358.447,False
1/9/2020 7:00:00 PM,1/9/2020 2:00:00 PM,RTO,RTO,RTO,RTO,95317.856,False
1/9/2020 8:00:00 PM,1/9/2020 3:00:00 PM,RTO,RTO,RTO,RTO,95820.709,False
1/9/2020 9:00:00 PM,1/9/2020 4:00:00 PM,RTO,RTO,RTO,RTO,98571.277,False
1/9/2020 10:00:00 PM,1/9/2020 5:00:00 PM,RTO,RTO,RTO,RTO,103765.617,False
1/9/2020 11:00:00 PM,1/9/2020 6:00:00 PM,RTO,RTO,RTO,RTO,105393.909,False
1/10/2020 12:00:00 AM,1/9/2020 7:00:00 PM,RTO,RTO,RTO,RTO,104475.653,False
1/10/2020 1:00:00 AM,1/9/2020 8:00:00 PM,RTO,RTO,RTO,RTO,102614.889,False
1/10/2020 2:00:00 AM,1/9/2020 9:00:00 PM,RTO,RTO,RTO,RTO,99016.550,False
1/10/2020 3:00:00 AM,1/9/2020 10:00:00 PM,RTO,RTO,RTO,RTO,93694.672,False
1/10/2020 4:00:00 AM,1/9/2020 11:00:00 PM,RTO,RTO,RTO,RTO,88745.774,False
1/10/2020 5:00:00 AM,1/10/2020 12:00:00 AM,RTO,RTO,RTO,RTO,85212.096,False
1/10/2020 6:00:00 AM,1/10/2020 1:00:00 AM,RTO,RTO,RTO,RTO,83000.454,False
1/10/2020 7:00:00 AM,1/10/2020 2:00:00 AM,RTO,RTO,RTO,RTO,81771.695,False
1/10/2020 8:00:00 AM,1/10/2020 3:00:00 AM,RTO,RTO,RTO,RTO,81393.402,False
1/10/2020 9:00:00 AM,1/10/2020 4:00:00 AM,RTO,RTO,RTO,RTO,82801.903,False
1/10/2020 10:00:00 AM,1/10/2020 5:00:00 AM,RTO,RTO,RTO,RTO,87081.615,False
1/10/2020 11:00:00 AM,1/10/2020 6:00:00 AM,RTO,RTO,RTO,RTO,94215.518,False
1/10/2020 12:00:00 PM,1/10/2020 7:00:00 AM,RTO,RTO,RTO,RTO,98750.893,False
1/10/2020 1:00:00 PM,1/10/2020 8:00:00 AM,RTO,RTO,RTO,RTO,98264.687,False
1/10/2020 2:00:00 PM,1/10/2020 9:00:00 AM,RTO,RTO,RTO,RTO,96728.817,False
1/10/2020 3:00:00 PM,1/10/2020 10:00:00 AM,RTO,RTO,RTO,RTO,95427.837,False
1/10/2020 4:00:00 PM,1/10/2020 11:00:00 AM,RTO,RTO,RTO,RTO,93361.141,False
1/10/2020 5:00:00 PM,1/10/2020 12:00:00 PM,RTO,RTO,RTO,RTO,91611.205,False
1/10/2020 6:00:00 PM,1/10/2020 1:00:00 PM,RTO,RTO,RTO,RTO,90152.743,False
1/10/2020 7:00:00 PM,1/10/2020 2:00:00 PM,RTO,RTO,RTO,RTO,89065.561,False
1/10/2020 8:00:00 PM,1/10/2020 3:00:00 PM,RTO,RTO,RTO,RTO,88506.316,False
1/10/2020 9:00:00 PM,1/10/2020 4:00:00 PM,RTO,RTO,RTO,RTO,89941.295,False
1/10/2020 10:00:00 PM,1/10/2020 5:00:00 PM,RTO,RTO,RTO,RTO,93218.072,False
1/10/2020 11:00:00 PM,1/10/2020 6:00:00 PM,RTO,RTO,RTO,RTO,92986.227,False
1/11/2020 12:00:00 AM,1/10/2020 7:00:00 PM,RTO,RTO,RTO,RTO,91212.227,False
1/11/2020 1:00:00 AM,1/10/2020 8:00:00 PM,RTO,RTO,RTO,RTO,89136.313,False
1/11/2020 2:00:00 AM,1/10/2020 9:00:00 PM,RTO,RTO,RTO,RTO,86150.062,False
1/11/2020 3:00:00 AM,1/10/2020 10:00:00 PM,RTO,RTO,RTO,RTO,81985.149,False
1/11/2020 4:00:00 AM,1/10/2020 11:00:00 PM,RTO,RTO,RTO,RTO,77309.846,False
1/11/2020 5:00:00 AM,1/11/2020 12:00:00 AM,RTO,RTO,RTO,RTO,73564.320,False
1/11/2020 6:00:00 AM,1/11/2020 1:00:00 AM,RTO,RTO,RTO,RTO,70886.129,False
1/11/2020 7:00:00 AM,1/11/2020 2:00:00 AM,RTO,RTO,RTO,RTO,69654.577,False
1/11/2020 8:00:00 AM,1/11/2020 3:00:00 AM,RTO,RTO,RTO,RTO,68716.542,False
1/11/2020 9:00:00 AM,1/11/2020 4:00:00 AM,RTO,RTO,RTO,RTO,68803.415,False
1/11/2020 10:00:00 AM,1/11/2020 5:00:00 AM,RTO,RTO,RTO,RTO,70213.123,False
1/11/2020 11:00:00 AM,1/11/2020 6:00:00 AM,RTO,RTO,RTO,RTO,72751.367,False
1/11/2020 12:00:00 PM,1/11/2020 7:00:00 AM,RTO,RTO,RTO,RTO,75739.403,False
1/11/2020 1:00:00 PM,1/11/2020 8:00:00 AM,RTO,RTO,RTO,RTO,77998.497,False
1/11/2020 2:00:00 PM,1/11/2020 9:00:00 AM,RTO,RTO,RTO,RTO,79629.061,False
1/11/2020 3:00:00 PM,1/11/2020 10:00:00 AM,RTO,RTO,RTO,RTO,80437.508,False
1/11/2020 4:00:00 PM,1/11/2020 11:00:00 AM,RTO,RTO,RTO,RTO,80338.654,False
1/11/2020 5:00:00 PM,1/11/2020 12:00:00 PM,RTO,RTO,RTO,RTO,79765.163,False
